,carat,cut,color,clarity,depth,table,price,x,y,z
9734,1.01,Premium,D,VS2,61.6,59.0,6271,6.38,6.32,3.91
9735,1.01,Premium,F,VS2,62.5,58.0,6271,6.43,6.4,4.01
9736,1.0,Premium,E,VS2,62.8,62.0,6272,6.29,6.26,3.94
9737,1.18,Ideal,I,VS1,62.2,55.0,6272,6.8,6.77,4.22
9738,1.6,Fair,F,SI2,65.0,56.0,6272,7.35,7.26,4.8
9739,1.0,Good,E,VS2,57.4,62.0,6272,6.56,6.53,3.76
9740,1.0,Ideal,G,VS2,62.3,54.0,6272,6.42,6.38,3.99
9741,1.0,Good,E,VS2,63.8,58.0,6272,6.31,6.19,3.99
9742,1.07,Very Good,G,VS2,62.3,57.0,6274,6.56,6.47,4.06
9743,1.07,Premium,F,VS2,62.4,57.0,6274,6.55,6.5,4.07
9744,1.19,Ideal,H,SI1,62.0,56.4,6275,6.77,6.81,4.2
9745,1.0,Good,E,SI1,61.1,58.0,6275,6.43,6.41,3.92
9746,1.26,Ideal,F,SI2,62.7,58.0,6277,6.91,6.87,4.32
9747,1.22,Very Good,G,SI1,63.4,57.0,6278,6.74,6.77,4.28
9748,1.04,Premium,F,VS2,59.6,62.0,6278,6.62,6.56,3.93
9749,1.21,Ideal,I,VS1,60.3,60.0,6279,6.89,6.93,4.17
9750,1.0,Good,E,VS2,60.7,62.0,6279,6.33,6.46,3.88
9751,1.32,Premium,I,SI1,62.2,58.0,6283,7.04,6.99,4.36
9752,1.01,Good,G,VS1,63.8,56.0,6283,6.27,6.34,4.02
9753,1.1,Premium,G,VS2,60.5,60.0,6284,6.67,6.58,4.01
9754,1.0,Very Good,E,VS2,64.0,59.0,6285,6.22,6.31,4.01
9755,1.04,Ideal,G,VS2,62.0,59.0,6286,6.43,6.5,4.01
9756,1.04,Ideal,G,VS2,59.4,58.0,6286,6.63,6.67,3.95
9757,1.01,Very Good,F,VS2,58.8,59.0,6288,6.55,6.59,3.86
9758,1.01,Very Good,F,VS2,59.4,61.0,6288,6.48,6.51,3.86
9759,1.09,Ideal,H,VS2,61.3,56.0,6288,6.57,6.63,4.05
9760,1.01,Good,F,VS2,62.1,58.0,6288,6.28,6.35,3.92
9761,2.49,Fair,J,I1,66.3,58.0,6289,8.26,8.18,5.45
9762,1.23,Ideal,D,SI2,60.6,54.0,6289,6.97,7.02,4.24
9763,1.23,Ideal,D,SI2,62.4,56.0,6289,6.81,6.87,4.27
9764,1.04,Ideal,G,VS2,61.4,57.0,6290,6.53,6.5,4.0
9765,1.04,Premium,G,VS2,62.5,58.0,6290,6.47,6.43,4.03
9766,0.29,Ideal,G,VVS2,60.7,54.0,607,4.33,4.37,2.64
9767,0.36,Ideal,I,VVS1,61.6,56.0,607,4.58,4.61,2.83
9768,0.29,Ideal,G,VVS1,62.8,54.0,607,4.21,4.24,2.65
9769,0.35,Ideal,F,SI1,61.5,54.0,607,4.57,4.6,2.82
9770,0.29,Ideal,H,IF,60.7,57.0,607,4.3,4.33,2.62
9771,0.29,Ideal,H,IF,62.1,55.0,607,4.26,4.29,2.65
9772,0.34,Ideal,G,SI1,62.7,57.0,607,4.51,4.48,2.82
9773,0.24,Very Good,F,VVS2,60.6,59.0,608,4.04,4.06,2.45
9774,0.24,Very Good,E,VVS2,62.2,56.0,608,3.96,3.98,2.47
9775,0.24,Very Good,F,VVS1,62.3,56.0,608,3.97,4.01,2.49
9776,0.24,Very Good,F,VVS1,62.5,55.0,608,3.98,4.02,2.49
9777,0.37,Very Good,H,VS2,63.5,59.0,608,4.51,4.55,2.88
9778,0.37,Ideal,G,SI1,61.0,56.0,608,4.61,4.68,2.84
9779,0.36,Premium,G,SI2,59.3,59.0,608,4.66,4.62,2.75
9780,0.36,Premium,G,SI2,60.8,58.0,608,4.61,4.57,2.79
9781,1.04,Ideal,G,VS2,61.8,56.0,6290,6.5,6.47,4.01
9782,1.04,Ideal,G,VS2,62.6,55.0,6290,6.49,6.45,4.05
9783,1.04,Premium,G,VS2,62.6,56.0,6290,6.44,6.41,4.02
9784,1.0,Ideal,G,VS1,62.9,57.0,6290,6.36,6.32,3.99
9785,1.0,Premium,G,VS1,62.3,58.0,6290,6.39,6.3,3.95
9786,1.01,Very Good,G,VS2,63.5,57.0,6291,6.36,6.39,4.05
9787,0.95,Ideal,F,SI1,61.7,56.0,6291,6.31,6.34,3.9
9788,1.51,Fair,H,SI2,64.5,59.0,6291,7.21,7.15,4.63
9789,1.21,Ideal,I,VS1,60.5,58.0,6292,6.95,6.89,4.19
9790,1.03,Very Good,H,VS1,61.9,59.0,6294,6.44,6.49,4.0
9791,1.01,Ideal,G,VS2,62.0,54.9,6295,6.41,6.44,3.99
9792,1.01,Ideal,G,VS2,59.6,59.0,6295,6.52,6.57,3.9
9793,1.01,Ideal,G,VS2,60.6,58.0,6295,6.44,6.5,3.92
9794,1.0,Very Good,G,VS2,60.8,55.0,6296,6.46,6.49,3.94
9795,1.0,Very Good,H,VVS1,63.5,60.0,6296,6.36,6.3,4.02
9796,1.0,Very Good,F,VS2,63.2,59.0,6296,6.35,6.3,4.0
9797,1.21,Good,J,IF,62.1,60.0,6299,6.81,6.87,4.25
9798,1.03,Ideal,D,SI1,62.2,56.0,6299,6.48,6.45,4.02
9799,1.54,Ideal,G,I1,61.6,55.0,6299,7.43,7.4,4.57
9800,1.25,Premium,I,VS2,61.2,58.0,6300,6.94,6.89,4.23
9801,1.29,Ideal,H,SI2,61.6,54.0,6300,7.0,7.02,4.32
9802,1.15,Ideal,I,SI1,61.9,56.0,6300,6.68,6.72,4.15
9803,1.15,Ideal,I,SI1,61.8,55.0,6300,6.73,6.76,4.17
9804,1.02,Premium,G,VS2,62.5,58.0,6301,6.41,6.46,4.02
9805,1.16,Very Good,F,SI1,63.4,55.0,6301,6.73,6.65,4.24
9806,1.3,Very Good,I,SI1,62.3,58.0,6302,6.93,6.96,4.33
9807,0.9,Ideal,G,VVS2,61.6,56.0,6302,6.2,6.23,3.83
9808,1.2,Ideal,I,VS2,61.1,58.0,6303,6.83,6.86,4.18
9809,1.0,Premium,D,VS2,61.2,61.0,6303,6.39,6.35,3.9
9810,1.5,Good,J,SI2,63.6,58.0,6306,7.18,7.25,4.59
9811,1.3,Very Good,H,SI1,63.4,57.0,6307,6.93,6.88,4.38
9812,1.28,Ideal,I,VS2,61.4,57.0,6308,7.04,6.97,4.3
9813,1.01,Very Good,E,VS2,62.3,58.0,6310,6.39,6.45,4.0
9814,1.15,Ideal,G,SI1,62.0,55.0,6313,6.72,6.76,4.18
9815,1.0,Very Good,E,VS2,63.8,59.0,6315,6.25,6.32,4.01
9816,2.01,Fair,G,I1,70.2,57.0,6315,7.53,7.5,5.27
9817,1.0,Good,E,VS2,64.1,54.0,6315,6.26,6.31,4.03
9818,1.45,Very Good,J,SI1,62.4,57.0,6316,7.16,7.23,4.49
9819,1.05,Ideal,E,SI1,60.7,55.0,6316,6.62,6.67,4.03
9820,1.12,Ideal,I,VVS2,61.6,54.0,6317,6.72,6.74,4.14
9821,1.26,Very Good,I,SI1,61.9,58.0,6318,6.97,6.92,4.3
9822,1.24,Premium,D,SI1,59.3,60.0,6319,7.05,7.01,4.16
9823,1.26,Very Good,H,SI1,62.1,57.0,6320,6.88,6.94,4.29
9824,1.69,Premium,I,I1,62.4,60.0,6320,7.56,7.59,4.73
9825,1.71,Ideal,J,SI1,62.8,57.0,6320,7.58,7.55,4.75
9826,1.14,Premium,F,SI1,60.4,58.0,6320,6.82,6.79,4.11
9827,1.29,Premium,I,VS2,60.4,58.0,6321,7.12,7.03,4.27
9828,1.17,Ideal,G,VS2,62.2,57.0,6321,6.75,6.72,4.19
9829,1.12,Ideal,G,VS2,62.1,57.0,6322,6.63,6.6,4.11
9830,1.31,Premium,I,VS2,61.9,59.0,6323,7.02,6.98,4.33
9831,1.22,Very Good,H,SI1,62.4,57.0,6323,6.78,6.82,4.24
9832,1.17,Ideal,H,VS2,60.3,61.0,6324,6.84,6.8,4.11
9833,1.07,Ideal,G,VS2,61.1,59.0,6324,6.62,6.57,4.03
9834,1.0,Ideal,E,SI1,62.4,55.0,6324,6.34,6.42,3.98
9835,1.06,Premium,G,VS2,60.1,58.0,6325,6.67,6.64,4.0
9836,1.01,Very Good,G,VS1,62.7,56.0,6326,6.36,6.46,4.02
9837,1.3,Good,D,SI2,57.1,63.0,6327,7.22,7.27,4.14
9838,1.24,Premium,H,SI1,60.1,58.0,6327,7.04,7.01,4.22
9839,1.29,Ideal,J,SI1,61.6,57.0,6327,6.98,7.01,4.32
9840,1.03,Premium,G,VS2,62.3,59.0,6327,6.42,6.38,3.99
9841,1.18,Ideal,E,SI2,60.9,57.0,6328,6.86,6.89,4.19
9842,1.0,Premium,F,VS2,62.8,59.0,6328,6.35,6.32,3.98
9843,1.0,Premium,F,VS2,62.2,59.0,6328,6.37,6.29,3.94
9844,1.01,Good,F,VS2,63.9,58.0,6330,6.32,6.39,4.06
9845,1.26,Ideal,J,VS1,62.2,58.0,6332,6.88,6.92,4.29
9846,1.01,Good,F,VS2,60.6,62.0,6332,6.52,6.49,3.94
9847,1.02,Premium,F,VS2,62.7,59.0,6333,6.44,6.41,4.03
9848,1.2,Premium,H,VS2,61.4,59.0,6333,6.79,6.75,4.16
9849,1.04,Very Good,G,VS2,61.1,56.0,6334,6.54,6.56,4.01
9850,1.22,Very Good,G,SI1,62.1,58.0,6334,6.84,6.89,4.26
9851,1.3,Ideal,J,VS1,62.3,57.0,6334,7.06,6.97,4.37
9852,1.19,Ideal,G,SI1,62.3,55.0,6335,6.76,6.81,4.23
9853,1.01,Good,E,VS2,63.7,56.0,6335,6.29,6.27,4.0
9854,1.01,Premium,E,VS2,63.0,60.0,6335,6.35,6.32,3.99
9855,1.01,Premium,E,VS2,62.9,58.0,6335,6.47,6.37,4.04
9856,1.01,Premium,E,VS2,60.2,58.0,6335,6.56,6.52,3.94
9857,1.01,Premium,G,VS1,61.2,58.0,6335,6.47,6.33,3.92
9858,1.17,Very Good,H,SI1,59.6,62.0,6336,6.88,6.82,4.08
9859,1.37,Premium,H,VS2,60.9,59.0,6337,7.22,7.17,4.38
9860,1.31,Ideal,I,VS2,62.4,57.0,6338,6.93,6.97,4.34
9861,0.81,Ideal,F,IF,61.5,55.0,6338,5.98,6.05,3.7
9862,1.0,Very Good,F,VS2,62.2,55.0,6340,6.39,6.44,3.99
9863,1.01,Ideal,G,VS2,62.4,57.0,6340,6.39,6.36,3.98
9864,1.02,Ideal,D,SI1,62.2,56.0,6340,6.43,6.47,4.0
9865,1.5,Fair,H,SI1,68.0,59.0,6340,7.12,6.82,4.76
9866,1.51,Premium,E,SI2,62.7,58.0,6342,7.27,7.24,4.55
9867,1.51,Premium,J,VS2,62.3,59.0,6342,7.36,7.3,4.57
9868,1.37,Ideal,I,VS2,61.5,56.0,6343,7.14,7.11,4.38
9869,1.22,Ideal,E,SI2,62.7,57.0,6343,6.84,6.81,4.28
9870,1.2,Good,D,SI2,63.7,52.0,6344,6.72,6.68,4.27
9871,1.03,Premium,E,VS2,60.0,59.0,6344,6.54,6.6,3.94
9872,1.1,Ideal,H,VS2,62.7,56.0,6344,6.58,6.63,4.14
9873,1.2,Good,D,SI2,62.2,65.0,6344,6.75,6.7,4.18
9874,1.01,Ideal,E,SI1,61.1,57.0,6346,6.5,6.47,3.96
9875,2.02,Fair,G,I1,68.0,55.0,6346,7.77,7.72,5.27
9876,1.14,Ideal,G,SI2,62.3,56.0,6346,6.66,6.69,4.16
9877,1.21,Ideal,H,SI2,62.1,58.0,6347,6.78,6.84,4.23
9878,1.0,Ideal,G,VS1,62.2,56.0,6349,6.35,6.41,3.97
9879,1.26,Premium,H,SI2,61.3,57.0,6350,6.96,6.87,4.24
9880,1.4,Ideal,J,SI1,62.1,57.0,6350,7.17,7.14,4.44
9881,1.05,Ideal,G,VS2,61.7,56.0,6350,6.54,6.52,4.03
9882,1.1,Very Good,D,SI1,60.7,55.0,6352,6.71,6.74,4.08
9883,1.0,Very Good,F,VS2,62.9,55.0,6352,6.34,6.38,4.0
9884,1.0,Premium,F,VS2,62.4,60.0,6352,6.35,6.38,3.97
9885,1.25,Ideal,I,SI1,61.0,56.0,6352,6.97,7.02,4.27
9886,1.06,Premium,D,SI1,61.1,59.0,6352,6.63,6.56,4.03
9887,1.01,Fair,G,VS1,64.6,60.0,6353,6.34,6.22,4.06
9888,1.01,Premium,G,VS1,59.9,59.0,6353,6.51,6.48,3.89
9889,1.01,Very Good,G,VS1,60.7,63.0,6353,6.4,6.38,3.88
9890,1.01,Premium,G,VS1,60.5,60.0,6353,6.52,6.44,3.92
9891,1.01,Ideal,G,VS2,61.6,56.0,6353,6.46,6.43,3.97
9892,1.07,Very Good,G,VS2,60.5,56.0,6355,6.64,6.71,4.04
9893,1.07,Very Good,G,VS2,60.9,58.0,6355,6.56,6.6,4.01
9894,1.02,Ideal,G,VS2,60.5,57.0,6356,6.51,6.55,3.95
9895,1.29,Premium,J,VVS2,62.6,59.0,6356,6.98,6.91,4.35
9896,2.15,Premium,H,I1,62.9,57.0,6357,8.25,8.2,5.18
9897,1.0,Premium,E,VS2,62.9,59.0,6359,6.38,6.27,3.98
9898,0.92,Ideal,F,VS1,61.3,56.0,6360,6.26,6.3,3.85
9899,1.04,Good,G,VS1,63.8,57.0,6360,6.42,6.37,4.08
9900,1.04,Premium,G,VS1,60.2,58.0,6360,6.65,6.64,4.0
9901,1.19,Premium,H,VS2,61.0,59.0,6363,6.91,6.8,4.18
9902,1.5,Good,I,SI2,65.0,55.0,6364,7.15,7.24,4.68
9903,1.39,Ideal,J,VS2,60.3,57.0,6366,7.26,7.24,4.37
9904,1.01,Fair,F,VS1,64.6,60.0,6366,6.26,6.16,4.01
9905,1.16,Premium,E,SI1,61.3,60.0,6366,6.7,6.64,4.09
9906,1.52,Premium,J,SI1,61.0,59.0,6367,7.41,7.35,4.5
9907,1.31,Premium,H,VS2,62.1,58.0,6368,7.01,6.86,4.31
9908,1.17,Ideal,H,SI1,61.1,57.0,6368,6.77,6.83,4.16
9909,1.1,Very Good,G,VS2,61.9,57.0,6369,6.59,6.65,4.1
9910,1.38,Very Good,H,SI2,62.3,60.0,6369,7.07,7.12,4.42
9911,1.01,Premium,G,VVS2,61.9,58.0,6371,6.48,6.38,3.98
9912,1.01,Very Good,G,VVS2,62.1,63.0,6371,6.38,6.31,3.94
9913,1.22,Ideal,D,SI2,61.8,58.0,6372,6.84,6.92,4.25
9914,1.0,Ideal,G,VS2,62.4,59.0,6377,6.36,6.4,3.98
9915,1.66,Ideal,J,SI2,60.8,57.0,6377,7.68,7.65,4.66
9916,1.24,Premium,E,SI2,61.1,59.0,6377,6.99,6.89,4.24
9917,1.0,Ideal,G,VS1,62.6,56.0,6377,6.39,6.36,3.99
9918,1.0,Premium,G,VS1,62.4,60.0,6377,6.39,6.37,3.98
9919,1.2,Ideal,I,VS1,61.5,59.0,6380,6.82,6.84,4.2
9920,1.0,Very Good,F,VS2,63.3,55.0,6382,6.34,6.29,4.0
9921,1.24,Premium,I,VVS2,62.7,58.0,6383,6.85,6.89,4.31
9922,1.46,Premium,J,SI2,60.1,58.0,6387,7.43,7.34,4.44
9923,1.22,Premium,H,SI1,60.6,60.0,6387,6.92,6.85,4.17
9924,1.1,Premium,G,VS2,62.8,58.0,6387,6.6,6.58,4.14
9925,1.22,Very Good,H,SI1,63.5,55.0,6387,6.78,6.73,4.29
9926,1.09,Very Good,G,VS2,60.9,56.0,6388,6.67,6.7,4.07
9927,1.22,Ideal,H,SI1,62.1,56.0,6388,6.87,6.81,4.25
9928,1.0,Very Good,G,VS2,63.8,58.0,6389,6.31,6.35,4.04
9929,1.33,Premium,I,VS1,61.7,58.0,6390,7.09,7.14,4.39
9930,1.01,Fair,F,VS1,64.5,59.0,6391,6.27,6.19,4.02
9931,1.13,Ideal,F,SI1,59.6,57.0,6391,6.83,6.79,4.06
9932,1.02,Ideal,F,VS2,61.0,56.0,6393,6.55,6.62,4.02
9933,1.51,Premium,F,SI2,62.7,58.0,6393,7.33,7.29,4.58
9934,1.51,Good,J,SI1,64.1,61.0,6394,7.16,7.19,4.6
9935,1.27,Ideal,I,VS1,62.8,57.0,6396,6.86,6.89,4.32
9936,1.02,Very Good,E,SI1,62.7,60.0,6397,6.45,6.4,4.03
9937,1.7,Ideal,H,I1,61.3,55.0,6397,7.7,7.63,4.7
9938,1.02,Premium,E,VS2,60.4,58.0,6397,6.51,6.47,3.92
9939,1.02,Premium,G,VS2,62.1,58.0,6397,6.5,6.44,4.02
9940,1.01,Good,E,VS2,63.3,60.0,6399,6.3,6.33,4.0
9941,1.01,Good,E,VS2,63.3,58.0,6399,6.35,6.38,4.03
9942,1.01,Very Good,E,VS2,62.0,55.0,6399,6.42,6.46,3.99
9943,1.25,Very Good,G,SI2,61.4,59.0,6399,6.97,6.93,4.27
9944,1.06,Ideal,F,VS2,60.5,57.0,6399,6.6,6.58,3.99
9945,0.84,Ideal,D,VVS1,62.0,54.0,6399,6.04,6.08,3.76
9946,1.06,Premium,F,VS2,62.3,58.0,6399,6.56,6.51,4.07
9947,1.35,Premium,G,SI2,58.4,59.0,6400,7.32,7.28,4.26
9948,1.22,Ideal,F,SI2,62.5,56.2,6401,6.81,6.85,4.27
9949,1.57,Premium,I,SI2,62.2,60.0,6401,7.43,7.36,4.6
9950,1.47,Premium,I,SI2,61.6,59.0,6403,7.29,7.32,4.5
9951,1.05,Ideal,F,VS2,62.7,56.0,6403,6.52,6.59,4.11
9952,1.27,Ideal,H,SI2,61.8,57.0,6403,6.93,6.96,4.29
9953,1.22,Premium,E,SI1,59.7,61.0,6403,7.03,6.9,4.16
9954,1.23,Ideal,E,SI2,61.2,55.0,6403,7.01,6.92,4.26
9955,1.04,Very Good,F,VS2,59.0,57.0,6405,6.64,6.69,3.93
9956,1.3,Premium,J,VVS2,62.9,60.0,6405,6.91,6.86,4.33
9957,1.33,Premium,H,SI2,62.8,52.0,6405,7.15,7.06,4.46
9958,1.01,Very Good,G,VS2,63.4,55.0,6406,6.35,6.4,4.04
9959,1.23,Ideal,H,VS2,59.0,57.0,6406,7.05,6.99,4.14
9960,1.3,Premium,H,SI2,60.1,57.0,6406,7.17,7.13,4.3
9961,1.22,Very Good,G,SI2,63.2,58.0,6409,6.82,6.76,4.29
9962,1.32,Ideal,G,SI2,62.9,57.0,6409,6.98,6.94,4.38
9963,1.02,Ideal,G,VS2,62.5,58.0,6410,6.36,6.44,4.0
9964,1.08,Ideal,H,VS2,60.3,57.0,6411,6.67,6.7,4.03
9965,0.3,Premium,I,VS1,58.8,61.0,608,4.43,4.38,2.59
9966,0.3,Premium,I,VS1,61.7,58.0,608,4.32,4.27,2.65
9967,0.3,Premium,I,VS1,61.7,59.0,608,4.3,4.26,2.64
9968,0.3,Premium,I,VS1,61.6,60.0,608,4.3,4.27,2.64
9969,0.3,Very Good,I,VS1,63.3,59.0,608,4.23,4.2,2.67
9970,0.3,Premium,I,VS1,62.9,59.0,608,4.3,4.22,2.68
9971,0.3,Good,I,VS1,63.7,58.0,608,4.25,4.23,2.7
9972,0.3,Premium,H,VS2,62.3,58.0,608,4.33,4.31,2.69
9973,0.3,Premium,H,VS2,60.9,61.0,608,4.3,4.27,2.61
9974,0.3,Premium,H,VS2,62.2,59.0,608,4.31,4.28,2.67
9975,0.3,Premium,H,VS2,61.1,61.0,608,4.33,4.31,2.64
9976,0.3,Premium,H,VS2,62.5,58.0,608,4.28,4.26,2.67
9977,1.01,Good,G,VS1,63.2,61.0,6412,6.33,6.35,4.01
9978,1.28,Ideal,G,SI2,61.5,57.0,6412,6.93,7.0,4.28
9979,1.02,Ideal,F,VS2,62.1,57.0,6412,6.44,6.37,3.98
9980,1.08,Very Good,G,VS2,62.3,58.0,6415,6.5,6.54,4.06
9981,1.27,Premium,I,VS1,62.2,59.0,6415,6.87,6.92,4.29
9982,1.02,Premium,G,VS2,62.5,58.0,6416,6.46,6.41,4.02
9983,1.01,Premium,F,VS2,59.2,60.0,6416,6.51,6.54,3.86
9984,1.01,Premium,F,VS2,62.2,60.0,6416,6.37,6.4,3.97
9985,1.01,Premium,F,VS2,61.7,58.0,6416,6.42,6.48,3.98
9986,1.02,Ideal,G,VS2,60.4,57.0,6416,6.55,6.53,3.95
9987,1.02,Ideal,G,VS2,62.5,55.0,6418,6.43,6.49,4.04
9988,1.02,Ideal,G,VS2,62.8,57.0,6418,6.36,6.45,4.02
9989,1.21,Ideal,I,VS1,62.2,54.5,6418,6.81,6.86,4.25
9990,1.22,Very Good,I,VS2,59.6,58.0,6419,6.95,6.98,4.15
9991,1.5,Good,J,SI2,63.6,58.0,6421,7.25,7.18,4.59
9992,1.2,Very Good,H,VS2,63.2,54.0,6423,6.73,6.78,4.27
9993,1.04,Very Good,G,VS2,62.8,56.0,6424,6.42,6.48,4.05
9994,1.0,Ideal,F,VS2,61.7,58.0,6424,6.37,6.43,3.95
9995,1.29,Ideal,H,SI1,62.6,56.0,6424,6.96,6.93,4.35
9996,1.49,Fair,H,I1,66.9,61.0,6425,6.93,6.89,4.62
9997,1.08,Ideal,H,SI1,60.5,57.0,6426,6.63,6.67,4.02
9998,1.06,Ideal,D,SI1,62.6,56.0,6426,6.49,6.52,4.07
9999,1.29,Premium,I,SI1,61.8,59.0,6429,6.99,6.96,4.31
10000,1.01,Good,D,VS2,61.6,61.0,6429,6.43,6.45,3.97
10001,1.32,Premium,H,SI2,62.7,58.0,6431,7.05,6.99,4.4
10002,1.02,Very Good,G,VS2,60.9,56.0,6432,6.47,6.51,3.95
10003,1.0,Very Good,G,VS1,59.1,61.0,6435,6.48,6.54,3.85
10004,1.23,Ideal,I,VS1,61.5,56.0,6435,6.86,6.89,4.23
10005,1.14,Very Good,G,VS2,63.2,56.0,6435,6.67,6.63,4.2
10006,1.2,Premium,F,SI1,62.9,58.0,6435,6.76,6.69,4.23
10007,1.69,Premium,I,I1,62.4,60.0,6436,7.59,7.56,4.73
10008,1.0,Good,G,SI1,59.9,58.0,6437,6.44,6.48,3.87
10009,1.31,Premium,I,VS2,61.9,59.0,6438,7.02,6.98,4.33
10010,1.01,Ideal,G,VS2,61.7,56.0,6439,6.43,6.46,3.98
10011,1.01,Ideal,G,VS2,61.9,56.0,6439,6.42,6.46,3.99
10012,1.01,Ideal,G,VS2,61.9,56.0,6439,6.41,6.45,3.98
10013,1.23,Ideal,H,SI1,61.0,56.0,6439,6.96,6.92,4.23
10014,1.0,Very Good,D,VS2,63.1,59.0,6440,6.26,6.36,3.98
10015,1.21,Premium,E,SI1,62.9,58.0,6440,6.79,6.78,4.27
10016,1.01,Premium,G,VS1,62.7,56.0,6441,6.46,6.36,4.02
10017,0.9,Premium,D,VS1,61.2,58.0,6441,6.27,6.25,3.83
10018,1.01,Premium,G,VS1,62.0,58.0,6441,6.44,6.4,3.98
10019,1.33,Very Good,J,VS1,61.7,55.0,6442,7.07,7.12,4.38
10020,1.3,Ideal,F,SI2,62.2,56.0,6442,6.96,7.0,4.34
10021,1.3,Premium,I,VS2,60.1,58.0,6442,7.1,7.14,4.28
10022,1.27,Very Good,I,VS2,62.4,58.0,6443,6.83,6.89,4.28
10023,1.36,Ideal,D,SI2,61.2,57.0,6443,7.15,7.19,4.39
10024,1.3,Good,D,SI2,57.1,63.0,6443,7.27,7.22,4.14
10025,0.91,Ideal,D,VS2,60.9,57.0,6444,6.26,6.32,3.83
10026,1.0,Good,E,VS2,60.6,65.0,6445,6.29,6.36,3.83
10027,1.11,Premium,G,VS2,60.4,58.0,6445,6.76,6.72,4.07
10028,1.01,Good,F,VS2,63.9,58.0,6446,6.39,6.32,4.06
10029,1.02,Very Good,D,VS2,63.9,59.0,6447,6.29,6.33,4.03
10030,1.14,Premium,F,SI1,61.1,58.0,6448,6.77,6.72,4.12
10031,1.22,Premium,G,SI1,61.2,60.0,6449,6.82,6.75,4.15
10032,1.01,Very Good,G,VS2,63.6,56.0,6449,6.34,6.39,4.05
10033,1.0,Very Good,G,VS2,62.4,58.0,6449,6.31,6.38,3.96
10034,1.23,Ideal,I,SI1,62.1,57.0,6449,6.83,6.88,4.26
10035,1.01,Good,D,VS2,64.5,58.0,6449,6.27,6.31,4.06
10036,1.0,Premium,G,VS2,60.6,59.0,6451,6.42,6.36,3.87
10037,1.28,Premium,I,VS2,62.5,61.0,6451,6.89,6.86,4.3
10038,1.28,Ideal,H,SI2,62.8,57.0,6451,6.92,6.87,4.33
10039,1.0,Premium,G,VS2,60.0,59.0,6451,6.54,6.46,3.9
10040,1.09,Very Good,G,VS1,59.7,63.0,6453,6.65,6.74,4.0
10041,1.31,Good,I,VS1,64.3,58.7,6455,6.84,6.87,4.41
10042,1.45,Fair,F,SI2,64.4,58.0,6455,7.17,7.11,4.59
10043,1.22,Ideal,F,SI1,62.8,55.0,6456,6.87,6.79,4.29
10044,1.23,Very Good,H,SI1,61.0,59.0,6458,6.91,6.86,4.2
10045,1.04,Ideal,H,SI1,61.6,55.0,6458,6.51,6.54,4.02
10046,1.04,Ideal,G,VS2,62.0,57.0,6458,6.5,6.49,4.03
10047,1.28,Ideal,F,SI2,62.3,55.0,6458,6.96,6.91,4.32
10048,1.36,Premium,F,SI2,61.4,59.0,6458,7.16,7.12,4.38
10049,1.5,Premium,H,SI2,62.1,58.0,6458,7.31,7.21,4.51
10050,1.12,Ideal,E,SI1,61.6,55.0,6458,6.69,6.66,4.11
10051,1.03,Premium,E,VS2,60.0,59.0,6460,6.6,6.54,3.94
10052,1.02,Good,E,VS2,63.2,60.0,6462,6.29,6.34,3.99
10053,1.0,Premium,G,VS1,61.2,58.0,6462,6.49,6.38,3.94
10054,1.34,Very Good,G,SI2,62.2,56.0,6463,7.0,7.08,4.38
10055,1.0,Good,G,VS1,63.6,59.0,6465,6.34,6.3,4.02
10056,1.0,Ideal,G,VS1,62.2,56.0,6465,6.41,6.35,3.97
10057,1.0,Ideal,G,VS1,62.7,54.0,6465,6.42,6.37,4.01
10058,1.0,Very Good,F,VS1,62.6,57.0,6468,6.35,6.42,4.0
10059,1.2,Good,H,VS2,62.6,56.0,6468,6.73,6.76,4.22
10060,1.0,Premium,F,VS2,58.6,61.0,6468,6.53,6.5,3.82
10061,1.0,Premium,F,VS2,62.4,60.0,6468,6.38,6.35,3.97
10062,1.25,Ideal,E,SI1,61.1,57.0,6468,6.93,6.89,4.22
10063,1.1,Premium,D,SI1,60.7,55.0,6468,6.74,6.71,4.08
10064,1.0,Premium,F,VS2,62.6,60.0,6468,6.37,6.29,3.96
10065,1.22,Ideal,I,VS1,62.3,57.0,6469,6.81,6.85,4.25
10066,1.22,Ideal,I,VS1,61.9,55.7,6469,6.81,6.84,4.23
10067,1.31,Ideal,F,SI1,62.4,56.0,6470,6.98,6.9,4.33
10068,1.07,Ideal,G,VS2,63.0,55.0,6471,6.55,6.5,4.11
10069,1.07,Ideal,G,VS2,62.2,57.0,6471,6.55,6.53,4.07
10070,1.07,Premium,G,VS2,62.1,58.0,6471,6.59,6.55,4.08
10071,1.2,Ideal,H,SI1,62.2,56.0,6471,6.8,6.77,4.23
10072,1.27,Ideal,H,SI1,61.5,55.0,6472,6.97,6.95,4.28
10073,1.26,Ideal,H,SI1,61.7,58.0,6476,6.95,6.9,4.27
10074,1.06,Good,G,VS1,63.4,57.0,6477,6.45,6.48,4.1
10075,1.26,Ideal,E,SI2,61.0,57.0,6477,7.03,6.97,4.27
10076,1.21,Ideal,G,VS2,61.7,56.0,6478,6.85,6.83,4.22
10077,1.02,Very Good,F,VS2,59.4,58.0,6479,6.52,6.62,3.9
10078,1.02,Very Good,F,VS2,61.7,58.0,6479,6.47,6.5,4.0
